"_acl.*.r",_acl.*.w,_acl.9eF1W1pu4q.r,_acl.9eF1W1pu4q.w,_acl.FQ1Xe0d6Qd.r,_acl.FQ1Xe0d6Qd.w,_acl.SnQkkuL1NC.r,_acl.SnQkkuL1NC.w,_acl.rIJxILE6XL.r,_acl.rIJxILE6XL.w,_acl.t0egIyLR5z.r,_acl.t0egIyLR5z.w,_created_at,_id,_p_autor,_p_estudiante,_p_tipo,_rperm.0,_rperm.1,_updated_at,_wperm.0,_wperm.1,actionTaken,aprobado,descripcion,fechaEntrega,grupos.0.__type,grupos.0.className,grupos.0.objectId,grupos.1.__type,grupos.1.className,grupos.1.objectId,grupos.2.__type,grupos.2.className,grupos.2.objectId,grupos.3.__type,grupos.3.className,grupos.3.objectId,materia,titulo
"",,,,,,,,,,,,2017-04-05T17:47:48.847Z,yH6ZhUhARb,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2017-04-05T17:49:23.167Z,,,,true,"HOMEWORK \n-Manual de tareas página 85.\nDibujar el clima en cada columna de acuerdo a la vestimenta. \nColorear\nThank you! \nMiss Melba ",2017-04-06T17:47:49.000Z,Pointer,grupo,HxsN3Wf3WF,Pointer,grupo,YUlRLGut9k,,,,,,,Inglés,
"",,,,,,,,,,,,2017-04-05T18:07:48.172Z,5GiYlpnbzP,_User$2prODvgVi6,Estudiantes$tzAKoXAB8h,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:07:48.172Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 10 juguitos tetra-pack chicos de manzana. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:08:59.288Z,kAmHp2KkGT,_User$2prODvgVi6,Estudiantes$yIA2rQ4L0o,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:08:59.288Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 10 juguitos tetra-pack chicos de manzana. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:10:07.651Z,XCMC9WFRfk,_User$2prODvgVi6,Estudiantes$6FjwgJhsB7,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:10:07.651Z,,,,true,,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:12:25.783Z,7dYNmEWp4j,_User$2prODvgVi6,Estudiantes$6FjwgJhsB7,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:12:25.783Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1/2 kg. de salchicha coctel.\n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:12:59.254Z,AHz5hvIVCb,_User$2prODvgVi6,Estudiantes$2d6ds2Ylec,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:12:59.254Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1/2 kg. de salchicha coctel.\n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:13:55.722Z,Bss3Xg8LHQ,_User$2prODvgVi6,Estudiantes$zW76fIQViZ,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:13:55.722Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1/2 kg. de queso manchego en cubitos. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:14:11.451Z,ndifQLfOEh,_User$2prODvgVi6,Estudiantes$QmMkNQkziU,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:14:11.451Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1/2 kg. de queso manchego en cubitos. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:16:10.561Z,pmekfyDeBl,_User$2prODvgVi6,Estudiantes$3hnVpoS9hR,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:16:23.805Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: un litro de helado de fresa. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:17:01.067Z,hF1HCr9w9E,_User$2prODvgVi6,Estudiantes$VFG0tyRJK3,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:17:01.067Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1 kg. De gomitas. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:17:47.341Z,nhWnpkRVbn,_User$2prODvgVi6,Estudiantes$j0vRq6EEqM,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:17:47.341Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1 bolsa grande de papas fritas. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:18:47.200Z,U8A6ySqQcy,_User$2prODvgVi6,Estudiantes$tVTWViZvcG,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:18:47.200Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1 litro de helado napolitano. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:19:21.801Z,PUs1oef6bT,_User$2prODvgVi6,Estudiantes$4H3iSX5fZN,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:19:21.801Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1/2 kg. de jamón en cubitos. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:19:40.917Z,njzaDxujqi,_User$2prODvgVi6,Estudiantes$XigAlYxDRn,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:19:40.917Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1/2 kg. de jamón en cubitos. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:20:12.936Z,QaRAPAHelC,_User$2prODvgVi6,Estudiantes$hjQqH4u6AB,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:20:12.936Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1 bolsa grande de papas fritas. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:20:50.564Z,IbLqesBmkg,_User$2prODvgVi6,Estudiantes$IDdRmzjIAE,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:20:50.564Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1 pastel rosca (económica) \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:21:35.141Z,ZgmdCqYnKa,_User$2prODvgVi6,Estudiantes$k9X7bxxVai,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:21:35.141Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1 kg.bomboncitos cubiertos de chocolate. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:22:17.591Z,X5DUc9ZApt,_User$2prODvgVi6,Estudiantes$ZpivSqbHRS,tipoAnuncio$UvcbCWcRGE,,,2017-04-05T18:22:17.591Z,,,,true,"¡Buenas tardes Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con: 1 bolsa de papitas  fritas grande. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T18:38:20.708Z,og0OhWhNmb,_User$A1Pi20bFcj,Estudiantes$fw6gURfK3A,tipoAnuncio$Do4HVT1KCU,,,2017-04-06T14:52:34.714Z,,,true,true,de acuerdo Miss melba con gusto,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-05T20:57:00.028Z,dcOlMZgOkH,_User$6Dd2miScat,Estudiantes$IDdRmzjIAE,tipoAnuncio$8RDIvLSSbA,,,2017-04-06T15:09:50.533Z,,,true,true,"Miss Lala buenas tardes. El día de hoy Emiliano llegó a casa un poco inquieto porque, según dice, Miss Tere le dijo que en el CENCA dejan mucha tarea y en el Liceo Holandés no dejan nada de tarea, por lo que ahora no quiere ir a la escuela que fue inscrito. Esto se lo comento porque no sé bien qué fue lo que les compartió Miss Tere en clase, pero ojalá me ayuden a retomar el tema en clase o decirme a ciencia cierta lo platicado y reforzar que no debe tener miedo.\nPor otro lado le quiero agradecer por encontrar el suéter de Emiliano, ya está en casa 😀.\nMuchas gracias!!!",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T02:09:02.117Z,pTW3l1w6OW,_User$qJXgdGoj04,Estudiantes$puxZU5tR9I,tipoAnuncio$8RDIvLSSbA,,,2017-04-06T15:11:22.340Z,,,true,true,Buenas tardes el motivo de mi mensaje es para avisarles que santi no asistirá el viernes por lo cual el díA de mañana será su último día de clases por favor serían tan amables de mandarme las cosas como si fuera su último día de clases.Muchas gracias por su atención,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:09:45.027Z,uwIGIX0J0D,_User$2prODvgVi6,Estudiantes$IDdRmzjIAE,tipoAnuncio$8RDIvLSSbA,,,2017-04-06T15:09:45.027Z,,,,true,"¡Buenos días señora!\nEfectivamente en la clase de emociones con Miss Tere hubo una plática de las futuras  escuelas de los niños. Uno de sus compañeros dijo con mucho orgullo que en la escuela a la que va a entrar nunca dejan tarea. Entonces Miss Tere les dijo que eso no suele ser así y les puso el ejemplo de Argos, Cenca y otras más donde todos los días llevan tarea a casa.\nSeguramente eso es lo que percibió Emiliano y lo comentó en casa pero no fue con intención de asustarlo.\nSigo a sus órdenes.\nSaludos\nMiss Lala\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:11:16.458Z,8UXmMgTqdj,_User$2prODvgVi6,Estudiantes$puxZU5tR9I,tipoAnuncio$8RDIvLSSbA,,,2017-04-06T15:11:16.458Z,,,,true,Buenos días.\nCon mucho gusto le enviamos sus cosas en la mochila.\n¡Felices vacaciones!,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:11:23.391Z,vJUW6JOWHJ,_User$6Dd2miScat,Estudiantes$IDdRmzjIAE,tipoAnuncio$8RDIvLSSbA,,,2017-04-07T20:53:58.185Z,,,true,true,Muchas gracias Miss Lala!! Ya estoy más tranquila 😊\nBonito día!,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:11:50.620Z,THzh9aCLXU,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:23:06.417Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,64pgpsXXxk,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:23:14.287Z,uxjtPzUwS2,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:23:18.703Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,JUJC6JvxFz,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:23:28.523Z,PI3Sz7KnWX,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:24:24.930Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,8zoHGyLKb7,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:24:32.450Z,9gSixoHcfb,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:24:37.534Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,HxsN3Wf3WF,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:24:56.187Z,Y29Sf4VbZb,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:25:03.173Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,YUlRLGut9k,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:25:17.545Z,fgbTB0HDnI,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:25:23.668Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,dTbUGaumaH,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:25:32.104Z,DNBDMAO56x,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:25:37.065Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,pSku5ZBZAv,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-06T15:26:56.442Z,rXQtbg7UdE,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2017-04-06T15:26:56.442Z,,,,true,"Buenos días papitos:\nMañana viernes 7 de abril, todos nuestros alumnos podrán venir vestidos con ropa casual cómoda y también podrán traer un juguete (uno que no sea para armar y que no contenga piezas pequeñas que se puedan perder). Así mismo les recordamos del periodo vacacional, reiniciando clases el lunes 24 de abril.\nMuchas gracias por ser parte fundamental del Colegio del Ángel y felices vacaciones.\nAtentamente\nCoordinación Preescolar.\n",,Pointer,grupo,64pgpsXXxk,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,HxsN3Wf3WF,Pointer,grupo,JUJC6JvxFz,General,
"",,,,,,,,,,,,2017-04-06T16:10:43.980Z,WA5xuI3qEh,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2017-04-06T16:12:09.966Z,,,,true,"¡Buenos días Papitos! \n-Manual de matemáticas página 62.\nCuenta los objetos. Traza cada número tres veces repitiendo su nombre.\nGracias. \nMiss Alexa y Miss Sandra ",2017-04-07T16:10:47.000Z,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,,,,Español,
"",,,,,,,,,,,,2017-04-06T16:41:31.635Z,AsGB9ur0y3,_User$sX7YqGU1Nl,Estudiantes$C0ZGFwpEvE,tipoAnuncio$cVxa8V84VG,,,2017-04-06T16:41:31.635Z,,,,true,"Buenos dias. Leonardo estuvo enfermo con cuadro viral, por eso fue hasta el día de hoy a la escuela. No se si me puedan apoyar con sus libros para hacer las tareas que están pendientes por favor. Saludos.",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:51:27.822Z,kFDpwGCEDx,_User$2prODvgVi6,Estudiantes$cbdLvH69rV,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:51:27.822Z,,,,true,"¡Buenos días Papitos! \nLes informamos que por petición del Profesor de TKD su pequeña Ana Karen terminará su clase a las 16:00 horas a partir del lunes 24 de abril. \nGracias por su comprensión. \nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:52:26.258Z,cW3s3Zh8nO,_User$2prODvgVi6,Estudiantes$bCIhcoh65I,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:52:26.258Z,,,,true,"¡Buenos días Papitos! \nLes informamos que por petición del Profesor de TKD su pequeño Bruno  terminará su clase a las 16:00 horas a partir del lunes 24 de abril. \nGracias por su comprensión. \nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:53:21.666Z,LvE8WiUjP5,_User$2prODvgVi6,Estudiantes$4bJyaytuDR,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:53:21.666Z,,,,true,"¡Buenos días Papitos! \nLes informamos que por petición del Profesor de TKD su pequeño Carlos terminará su clase a las 16:00 horas a partir del lunes 24 de abril. \nGracias por su comprensión. \nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:53:55.780Z,GQallXCbBq,_User$2prODvgVi6,Estudiantes$SUz4JL1hbe,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:53:55.780Z,,,,true,"¡Buenos días Papitos! \nLes informamos que por petición del Profesor de TKD su pequeño Dante terminará su clase a las 16:00 horas a partir del lunes 24 de abril. \nGracias por su comprensión. \nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:55:11.926Z,ZKbrFvzlMp,_User$2prODvgVi6,Estudiantes$QPMoXzQ3sb,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:55:11.926Z,,,,true,,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:56:28.345Z,g2YxzbeCSx,_User$2prODvgVi6,Estudiantes$2HqRX35RK9,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:56:28.345Z,,,,true,"¡Buenos días Papitos! \nLes informamos que por petición del Profesor de TKD su pequeño Oscar terminará su clase a las 16:00 horas a partir del lunes 24 de abril. \nGracias por su comprensión. \nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:57:33.281Z,UBx6KJ5qlE,_User$2prODvgVi6,Estudiantes$IDdRmzjIAE,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:57:33.281Z,,,,true,"¡Buenos días Papitos! \nLes informamos que por petición del Profesor de TKD su pequeño Emiliano terminará su clase a las 16:00 horas a partir del lunes 24 de abril. \nGracias por su comprensión. \nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T16:58:09.659Z,FbaokBmn3i,_User$2prODvgVi6,Estudiantes$22lw4r1Q0n,tipoAnuncio$UvcbCWcRGE,,,2017-04-07T16:58:09.659Z,,,,true,"¡Buenos días Papitos! \nLes informamos que por petición del Profesor de TKD su pequeño terminará su clase a las 16:00 horas a partir del lunes 24 de abril. \nGracias por su comprensión. \nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T19:01:29.805Z,NDrVFpFwMY,_User$dLebl9OLIk,Estudiantes$2HqRX35RK9,tipoAnuncio$8RDIvLSSbA,,,2017-04-07T20:52:57.567Z,,,true,true,"Buenas tardes, estoy de acuerdo con el horario de la clase de Oscar solo tengo una duda, si solo Oscar sale a las 4 o son más compañeros ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-07T20:52:47.247Z,iBWqZLAPGw,_User$2prODvgVi6,Estudiantes$2HqRX35RK9,tipoAnuncio$8RDIvLSSbA,,,2017-04-07T20:52:47.247Z,,,,true,"¡Buenas tardes señora! \nLos niños más avanzados son los que van a salir a las 16:00 horas. \nGracias.\nFelices vacaciones. ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-11T21:35:33.089Z,lAQolGuYgk,_User$sh3mVjKkfc,Estudiantes$fw6gURfK3A,tipoAnuncio$8RDIvLSSbA,,,2017-04-11T21:35:33.089Z,,,,true,Hghuj,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-11T21:36:11.300Z,meoDBAGvSG,_User$sh3mVjKkfc,Estudiantes$fw6gURfK3A,tipoAnuncio$8RDIvLSSbA,,,2017-04-11T21:36:11.300Z,,,,true,Jbvj\n,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-11T21:38:33.540Z,kWSzQnesKa,_User$sh3mVjKkfc,Estudiantes$fw6gURfK3A,tipoAnuncio$4e5Ojw4gRT,,,2017-04-11T21:38:33.540Z,,,,true,Hhgui,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-18T23:39:56.871Z,xtD2pl68VD,_User$8iskVpWUdI,Estudiantes$na88WG6TT1,tipoAnuncio$4e5Ojw4gRT,,,2017-04-18T23:39:56.871Z,,,,true,Huy,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-25T15:32:50.395Z,bG78grsWGS,_User$2prODvgVi6,Estudiantes$1S9TIL5o4h,tipoAnuncio$UvcbCWcRGE,,,2017-04-25T15:32:50.395Z,,,,true,"¡Buenos días Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 7 de abril para lo cual les pido su amable cooperación con:  25 rebanadas de jamón. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Carmelita ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2017-04-25T15:34:48.601Z,mzKuLqaidI,_User$2prODvgVi6,Estudiantes$w962DZuAnY,tipoAnuncio$UvcbCWcRGE,,,2017-04-25T15:34:49.608Z,,,,true,"¡Buenos días Papitos! \nEstamos trabajando las habilidades sociales con nuestros alumnos. Para hacer el cierre de unidad, queremos organizar una fiesta, donde podemos evaluar y observar el desempeño social de cada uno este viernes 28 de abril para lo cual les pido su amable cooperación con:  40 galletas oreo de chocolate. \n\nPueden venir vestidos con ropa casual y zapatos cómodos.\nMuchas gracias por su apoyo.\nMiss Carmelita ",,,,,,,,,,,,,,General,
